record_id,enumerator_id,region,age,income,education,employment_status
HH-SOUTH-8708,E-1145,West Midlands,68,37833,Master,retired
HH-SOUTH-4037,E-1138,South East,80,803,Master,student
HH-SCOTLAND-6075,E-1134,South East,36,86757,Master,employed
HH-WEST-2125,E-1067,Wales,21,39010,No formal qualification,retired
HH-WALES-2995,E-1196,South West,38,2504,PhD,unemployed
HH-WALES-2769,E-1065,West Midlands,82,69587,GCSE,employed
HH-WEST-3423,E-1051,North West,25,6063,PhD,student
HH-WEST-7523,E-1038,Yorkshire,55,17506,No formal qualification,retired
HH-SOUTH-1396,E-1081,London,48,100489,Degree,employed
HH-EAST-8705,E-1053,London,74,5018,No formal qualification,unemployed
HH-SCOTLAND-2246,E-1195,Wales,57,4846,GCSE,unemployed
HH-LONDON-4857,E-1155,Yorkshire,53,5627,GCSE,student
HH-SOUTH-4071,E-1097,South East,67,111904,PhD,employed
HH-NORTH-3920,E-1172,North West,25,11767,Master,retired
HH-LONDON-6751,E-1172,South West,24,7791,No formal qualification,student
HH-WALES-4544,E-1044,Wales,37,3290,Degree,student
HH-EAST-3629,E-1183,South East,38,1974,PhD,unemployed
HH-SCOTLAND-3890,E-1190,London,62,3272,PhD,unemployed
HH-SCOTLAND-6782,E-1159,London,24,6990,Degree,student
HH-YORKSHIRE-2717,E-1074,Wales,68,21202,A-level,retired
HH-SOUTH-3181,E-1069,Yorkshire,33,106723,No formal qualification,employed
HH-EAST-2301,E-1122,Yorkshire,58,83230,Master,employed
HH-NORTH-8420,E-1193,North West,39,6696,GCSE,unemployed
HH-WALES-3125,E-1090,South East,73,7389,No formal qualification,unemployed
HH-SOUTH-4050,E-1139,Yorkshire,74,20151,Master,retired
HH-YORKSHIRE-8249,E-1063,London,67,100241,PhD,employed
HH-WALES-8132,E-1039,West Midlands,73,7639,PhD,student
HH-NORTH-4755,E-1189,London,52,4577,Degree,unemployed
HH-YORKSHIRE-6427,E-1051,East Midlands,58,9855,Degree,student
HH-SOUTH-6800,E-1059,West Midlands,65,71207,No formal qualification,employed
HH-EAST-7022,E-1056,Yorkshire,37,391,GCSE,unemployed
HH-LONDON-4690,E-1190,Yorkshire,39,100632,A-level,employed
HH-YORKSHIRE-8705,E-1185,Yorkshire,85,25825,No formal qualification,retired
HH-SOUTH-5656,E-1045,West Midlands,63,72281,GCSE,employed
HH-LONDON-1399,E-1114,Yorkshire,29,2349,GCSE,student
HH-NORTH-1388,E-1047,West Midlands,77,43596,Master,employed
HH-NORTH-3540,E-1027,London,45,22193,PhD,retired
HH-SOUTH-1105,E-1131,North West,80,6233,Master,unemployed
HH-EAST-8936,E-1076,East Midlands,72,47377,GCSE,employed
HH-LONDON-6742,E-1189,East Midlands,30,65,A-level,unemployed
HH-LONDON-8634,E-1135,Scotland,73,32264,Master,retired
HH-NORTH-2496,E-1184,East Midlands,42,22311,GCSE,employed
HH-NORTH-8811,E-1103,North East,59,7301,GCSE,unemployed
HH-YORKSHIRE-2131,E-1159,East Midlands,50,9046,Master,student
HH-WALES-7379,E-1196,West Midlands,24,8388,Master,student
HH-NORTH-3256,E-1064,London,43,7246,A-level,student
HH-SOUTH-5582,E-1147,Wales,58,19658,PhD,retired
HH-WALES-8124,E-1093,Yorkshire,34,2168,Degree,student
HH-YORKSHIRE-6094,E-1111,Yorkshire,60,4685,Degree,student
HH-NORTH-6176,E-1172,North East,24,4503,Degree,unemployed
HH-SOUTH-8354,E-1103,London,23,62107,A-level,employed
HH-EAST-5160,E-1013,London,48,5306,PhD,unemployed
HH-LONDON-6267,E-1059,Yorkshire,78,7337,No formal qualification,unemployed
HH-SCOTLAND-1671,E-1111,Wales,74,27480,Degree,retired
HH-SCOTLAND-7049,E-1124,North West,52,24054,Master,retired
HH-SOUTH-8185,E-1076,Scotland,77,1871,PhD,unemployed
HH-LONDON-1032,E-1065,North West,33,8243,Master,student
HH-EAST-8280,E-1019,East Midlands,60,35754,Master,retired
HH-SOUTH-5092,E-1110,East Midlands,40,8321,A-level,student
HH-WALES-4560,E-1101,North East,74,789,PhD,unemployed
HH-WALES-2014,E-1083,Wales,64,3807,Master,student
HH-WALES-7842,E-1160,West Midlands,34,3587,A-level,unemployed
HH-SOUTH-4179,E-1184,South West,19,8550,Master,student
HH-SOUTH-5258,E-1086,Wales,73,1150,No formal qualification,unemployed
HH-NORTH-4762,E-1114,West Midlands,38,66425,Degree,employed
HH-NORTH-6399,E-1045,South West,24,81315,Degree,employed
HH-NORTH-8124,E-1114,London,30,6666,A-level,unemployed
HH-WEST-1176,E-1108,Wales,51,4268,A-level,unemployed
HH-WALES-4825,E-1031,South East,70,93226,Master,employed
HH-WALES-4120,E-1094,North East,79,529,PhD,student
HH-NORTH-3303,E-1169,West Midlands,36,91788,A-level,employed
HH-LONDON-3017,E-1087,West Midlands,47,4367,Degree,student
HH-EAST-7207,E-1041,South East,29,16783,PhD,retired
HH-SCOTLAND-7569,E-1171,Wales,24,14582,Degree,retired
HH-SOUTH-2712,E-1102,North East,80,7568,Degree,unemployed
HH-NORTH-3296,E-1171,South West,69,70996,No formal qualification,employed
HH-WALES-9928,E-1160,Yorkshire,81,107276,Master,employed
HH-SCOTLAND-1890,E-1097,Wales,64,7423,Master,student
HH-YORKSHIRE-1852,E-1017,Scotland,32,404,Master,unemployed
HH-YORKSHIRE-2047,E-1123,Wales,36,78170,Master,employed
HH-SOUTH-5327,E-1030,North West,23,2953,No formal qualification,student
HH-YORKSHIRE-7506,E-1058,Wales,34,8135,PhD,unemployed
HH-NORTH-6444,E-1160,North East,17,9833,Master,student
HH-EAST-9729,E-1159,Scotland,47,27096,No formal qualification,retired
HH-YORKSHIRE-7823,E-1137,North East,26,3900,Master,unemployed
HH-WALES-2139,E-1196,South West,61,6117,Degree,student
HH-WALES-1511,E-1062,South West,82,2583,Degree,student
HH-SCOTLAND-2913,E-1146,North West,54,9598,PhD,student
HH-SCOTLAND-5027,E-1083,Wales,84,44105,Master,employed
HH-WALES-8526,E-1038,South West,38,9125,Degree,unemployed
HH-SOUTH-4110,E-1045,South West,60,23614,Master,employed
HH-WALES-1891,E-1020,North West,52,3510,No formal qualification,unemployed
HH-YORKSHIRE-8940,E-1033,Yorkshire,79,80492,GCSE,employed
HH-EAST-8099,E-1155,Scotland,80,7548,Master,unemployed
HH-SOUTH-9570,E-1094,Wales,44,114459,PhD,employed
HH-SOUTH-8661,E-1152,North West,44,118689,Master,employed
HH-NORTH-4567,E-1122,South West,82,38386,Degree,retired
HH-LONDON-9235,E-1004,North West,26,32960,Master,retired
HH-NORTH-8702,E-1006,North East,63,29611,Master,retired
HH-EAST-3657,E-1108,West Midlands,84,8042,Degree,unemployed
HH-SCOTLAND-5683,E-1106,North East,22,6414,GCSE,unemployed
HH-SOUTH-8730,E-1084,South East,69,28729,GCSE,retired
HH-LONDON-1521,E-1102,Wales,85,104484,GCSE,employed
HH-NORTH-6681,E-1159,Scotland,32,8497,PhD,student
HH-NORTH-3100,E-1052,South West,55,6951,GCSE,student
HH-WEST-7925,E-1152,West Midlands,67,26675,Master,retired
HH-NORTH-6440,E-1171,East Midlands,20,53230,A-level,employed
HH-WALES-8019,E-1017,North East,83,107464,No formal qualification,employed
HH-YORKSHIRE-4820,E-1010,Wales,67,7771,Master,unemployed
HH-WEST-9490,E-1120,South East,39,5961,A-level,student
HH-EAST-5552,E-1009,West Midlands,18,6582,No formal qualification,unemployed
HH-WEST-1173,E-1066,East Midlands,17,5940,GCSE,student
HH-WALES-9860,E-1023,Yorkshire,76,102707,No formal qualification,employed
HH-NORTH-8822,E-1178,Yorkshire,74,280,PhD,student
HH-SOUTH-7794,E-1159,Wales,70,7227,GCSE,student
HH-SCOTLAND-7590,E-1111,South East,54,159,No formal qualification,student
HH-SOUTH-5044,E-1019,North West,71,7707,No formal qualification,student
HH-EAST-6360,E-1182,North West,75,7323,GCSE,unemployed
HH-YORKSHIRE-1776,E-1056,London,54,43345,GCSE,employed
HH-LONDON-5064,E-1096,South West,55,12375,Degree,retired
HH-NORTH-2027,E-1190,Scotland,85,4779,PhD,student
HH-SOUTH-8198,E-1000,Wales,44,28126,PhD,retired
HH-NORTH-4313,E-1198,North West,55,2686,A-level,unemployed
HH-NORTH-3614,E-1047,East Midlands,80,5538,Master,student
HH-SOUTH-7197,E-1065,North East,37,74124,PhD,employed
HH-NORTH-6767,E-1007,South West,57,113505,GCSE,employed
HH-SOUTH-8669,E-1063,South West,50,7818,GCSE,unemployed
HH-SOUTH-7827,E-1141,East Midlands,76,16933,PhD,retired
HH-WALES-1922,E-1163,North East,50,23836,Master,retired
HH-SOUTH-9470,E-1073,West Midlands,81,3622,Degree,unemployed
HH-SCOTLAND-8174,E-1083,South West,36,774,Master,student
HH-SCOTLAND-4239,E-1106,South East,49,38608,No formal qualification,employed
HH-NORTH-5993,E-1173,South West,34,39353,Degree,retired
HH-WEST-2203,E-1157,London,60,37722,GCSE,employed
HH-WALES-9461,E-1061,London,71,81813,A-level,employed
HH-SOUTH-6053,E-1132,Wales,84,5800,Degree,student
HH-YORKSHIRE-7191,E-1024,South East,63,3956,PhD,student
HH-WEST-9620,E-1037,London,16,32435,A-level,retired
HH-NORTH-1914,E-1034,West Midlands,53,7648,Degree,unemployed
HH-NORTH-6046,E-1102,Scotland,46,1251,A-level,unemployed
HH-EAST-8960,E-1168,Wales,26,28146,Degree,employed
HH-YORKSHIRE-9542,E-1177,West Midlands,39,676,Degree,student
HH-YORKSHIRE-4230,E-1095,South East,80,4521,A-level,student
HH-SOUTH-7656,E-1122,South West,34,6723,PhD,unemployed
HH-SOUTH-4263,E-1095,Wales,81,30045,Degree,retired
HH-SOUTH-9024,E-1071,North West,48,2512,PhD,unemployed
HH-WEST-7983,E-1107,West Midlands,64,2187,Master,unemployed
HH-NORTH-8086,E-1107,Scotland,27,105706,GCSE,employed
HH-LONDON-5310,E-1102,North West,40,104948,GCSE,employed
HH-WALES-8004,E-1002,Yorkshire,39,1049,A-level,unemployed
HH-SCOTLAND-9962,E-1096,Yorkshire,47,5309,Master,unemployed
HH-SOUTH-4561,E-1158,Yorkshire,28,7414,A-level,unemployed
HH-LONDON-3160,E-1096,North East,76,6721,GCSE,student
HH-SCOTLAND-1122,E-1159,Scotland,28,5958,No formal qualification,student
HH-LONDON-1183,E-1072,South East,55,18948,Master,retired
HH-EAST-9550,E-1015,East Midlands,30,9337,A-level,student
HH-WEST-3844,E-1155,North East,21,10819,Master,retired
HH-WEST-1410,E-1069,Wales,25,6737,No formal qualification,unemployed
HH-EAST-6167,E-1000,North East,21,4238,GCSE,student
HH-YORKSHIRE-3519,E-1038,South West,63,4688,No formal qualification,unemployed
HH-NORTH-9932,E-1170,Wales,19,25343,No formal qualification,retired
HH-WEST-6289,E-1124,South East,33,2062,No formal qualification,unemployed
HH-SCOTLAND-3582,E-1098,South West,68,8683,Degree,student
HH-SCOTLAND-1552,E-1184,Scotland,17,2954,Master,student
HH-WALES-5395,E-1060,London,41,9686,No formal qualification,unemployed
HH-SCOTLAND-1886,E-1198,Scotland,83,68084,Degree,employed
HH-NORTH-8392,E-1002,North West,71,35082,A-level,retired
HH-WALES-5592,E-1132,Wales,49,5174,Master,student
HH-WEST-7365,E-1188,South West,71,24001,GCSE,employed
HH-YORKSHIRE-5773,E-1070,London,30,6681,GCSE,student
HH-LONDON-2142,E-1053,East Midlands,36,11622,GCSE,retired
HH-WALES-9470,E-1197,South West,24,4940,No formal qualification,student
HH-SOUTH-3706,E-1149,London,77,9196,Degree,unemployed
HH-WALES-3344,E-1038,London,45,10504,PhD,retired
HH-SOUTH-7190,E-1132,Wales,73,9811,PhD,unemployed
HH-NORTH-7898,E-1173,South West,37,73983,A-level,employed
HH-SOUTH-9442,E-1019,Wales,43,34378,A-level,retired
HH-SOUTH-5113,E-1138,Scotland,37,8525,GCSE,student
HH-YORKSHIRE-1572,E-1185,Yorkshire,65,6533,Master,unemployed
HH-NORTH-8325,E-1155,West Midlands,20,3980,Master,student
HH-YORKSHIRE-9306,E-1176,Scotland,70,3749,A-level,student
HH-YORKSHIRE-7763,E-1195,North West,34,4885,Master,unemployed
HH-YORKSHIRE-2205,E-1109,West Midlands,19,6574,No formal qualification,student
HH-NORTH-2760,E-1182,South East,62,74945,No formal qualification,employed
HH-YORKSHIRE-1411,E-1027,Yorkshire,62,6365,Degree,student
HH-SOUTH-1372,E-1169,Wales,74,9296,GCSE,unemployed
HH-SOUTH-6309,E-1102,London,72,13193,A-level,retired
HH-SOUTH-2811,E-1170,North West,72,8277,GCSE,student
HH-NORTH-8983,E-1195,Wales,46,97,Master,student
HH-EAST-5089,E-1010,Wales,28,355,No formal qualification,unemployed
HH-NORTH-6924,E-1035,East Midlands,36,8294,Degree,student
HH-SOUTH-9223,E-1194,North East,66,5013,GCSE,student
HH-LONDON-7030,E-1086,Scotland,46,4501,Degree,student
HH-NORTH-2220,E-1115,North West,43,9393,A-level,unemployed
HH-NORTH-4413,E-1038,Wales,64,29583,A-level,retired
HH-SOUTH-8702,E-1177,Wales,83,9214,No formal qualification,student
HH-WALES-5202,E-1159,South West,74,117281,PhD,employed
HH-LONDON-5034,E-1031,North West,26,1205,PhD,unemployed
HH-NORTH-4297,E-1038,London,85,1627,Master,unemployed
HH-SOUTH-3078,E-1103,North East,49,31010,A-level,retired
HH-SOUTH-8740,E-1153,East Midlands,81,4590,GCSE,student
HH-WALES-3451,E-1011,West Midlands,65,34471,GCSE,employed
HH-WALES-6573,E-1026,North West,25,3839,PhD,student
HH-NORTH-4798,E-1142,London,42,34275,PhD,employed
HH-SCOTLAND-6799,E-1110,North West,22,98332,Master,employed
HH-YORKSHIRE-7050,E-1060,East Midlands,26,18797,Degree,retired
HH-NORTH-4135,E-1183,South West,32,106323,Degree,employed
HH-YORKSHIRE-1354,E-1029,North West,22,94912,PhD,employed
HH-SOUTH-4721,E-1078,East Midlands,21,9395,GCSE,student
HH-WEST-3161,E-1068,North West,31,3390,Degree,student
HH-NORTH-9834,E-1056,Yorkshire,26,64485,No formal qualification,employed
HH-SOUTH-7117,E-1159,South West,36,76567,PhD,employed
HH-LONDON-6949,E-1015,Scotland,37,5893,A-level,unemployed
HH-WEST-4625,E-1014,Scotland,41,16280,Degree,retired
HH-SOUTH-5827,E-1104,West Midlands,77,2666,Master,student
HH-LONDON-9016,E-1098,North East,80,82983,A-level,employed
HH-SOUTH-6357,E-1026,South East,52,37691,PhD,retired
HH-NORTH-1159,E-1112,London,63,26664,No formal qualification,employed
HH-NORTH-4383,E-1064,Yorkshire,19,24458,Master,employed
HH-SOUTH-4379,E-1095,North East,32,4198,PhD,unemployed
HH-NORTH-2976,E-1114,North East,76,17497,PhD,retired
HH-SOUTH-5158,E-1094,Wales,16,3560,A-level,employed
HH-SOUTH-6312,E-1082,Wales,51,102313,GCSE,employed
HH-EAST-7302,E-1061,London,21,21573,Master,retired
HH-EAST-4771,E-1039,West Midlands,55,76264,PhD,employed
HH-YORKSHIRE-6601,E-1198,Scotland,53,5197,Master,student
HH-WEST-4064,E-1169,Scotland,41,37840,No formal qualification,retired
HH-EAST-5679,E-1159,East Midlands,51,1127,Degree,student
HH-SCOTLAND-9854,E-1123,West Midlands,37,39167,No formal qualification,employed
HH-WEST-1750,E-1184,Wales,73,10905,No formal qualification,retired
HH-YORKSHIRE-8853,E-1152,North West,60,9644,Master,unemployed
HH-SOUTH-7864,E-1133,North East,57,11959,A-level,retired
HH-NORTH-9873,E-1024,South East,23,67067,GCSE,employed
HH-EAST-9303,E-1088,South West,74,16314,GCSE,retired
HH-WEST-6989,E-1034,London,70,65,Master,unemployed
HH-NORTH-2443,E-1010,Yorkshire,16,5402,No formal qualification,student
HH-NORTH-5863,E-1199,Yorkshire,71,116707,A-level,employed
HH-WEST-7015,E-1153,North East,29,5385,PhD,student
HH-EAST-7675,E-1187,North West,73,5003,Degree,student
HH-SOUTH-6557,E-1051,Scotland,22,9739,Master,student
HH-WALES-1798,E-1125,London,59,36466,PhD,employed
HH-LONDON-3203,E-1106,East Midlands,61,8915,Degree,unemployed
HH-WALES-7472,E-1079,East Midlands,55,29681,Master,retired
HH-WALES-7880,E-1141,Wales,76,5283,No formal qualification,unemployed
HH-NORTH-1390,E-1038,South East,71,96314,No formal qualification,employed
HH-SOUTH-9907,E-1101,North West,74,5984,A-level,student
HH-WALES-1554,E-1146,West Midlands,70,5069,PhD,student
HH-WALES-8083,E-1194,Scotland,37,37073,PhD,retired
HH-SOUTH-5117,E-1071,North East,26,684,No formal qualification,student
HH-SOUTH-4505,E-1005,Wales,64,27385,No formal qualification,employed
HH-YORKSHIRE-6439,E-1126,Yorkshire,40,8711,PhD,unemployed
HH-WEST-9094,E-1106,South West,60,4254,Degree,student
HH-NORTH-5216,E-1101,East Midlands,33,12822,Master,retired
HH-SOUTH-4255,E-1036,North West,17,1567,A-level,employed
HH-LONDON-9825,E-1035,North West,55,1747,GCSE,unemployed
HH-SCOTLAND-5866,E-1025,Wales,66,25715,GCSE,retired
HH-WEST-1082,E-1034,East Midlands,53,23511,PhD,retired
HH-WALES-4041,E-1107,Wales,29,9995,Master,student
HH-SOUTH-3295,E-1106,East Midlands,65,115987,A-level,employed
HH-SCOTLAND-6952,E-1139,North East,22,68125,Master,employed
HH-SOUTH-3861,E-1181,Yorkshire,29,1605,GCSE,student
HH-NORTH-9156,E-1161,North East,27,8211,Master,student
HH-WALES-6303,E-1074,South East,18,92814,GCSE,employed
HH-SCOTLAND-5363,E-1063,Wales,35,89909,No formal qualification,employed
HH-NORTH-8306,E-1166,Yorkshire,75,5459,Degree,unemployed
HH-WEST-1893,E-1100,Scotland,30,36387,Degree,retired
HH-SOUTH-5113,E-1039,East Midlands,24,10515,PhD,retired
HH-EAST-6112,E-1018,North East,38,12258,A-level,retired
HH-WEST-7833,E-1128,Wales,21,28571,A-level,retired
HH-SOUTH-3815,E-1161,West Midlands,34,8891,GCSE,unemployed
HH-LONDON-9957,E-1000,East Midlands,20,36375,Degree,retired
HH-WALES-2323,E-1094,Wales,72,50579,A-level,employed
HH-WEST-3032,E-1098,Yorkshire,85,8923,Degree,unemployed
HH-SOUTH-4954,E-1005,East Midlands,21,18385,A-level,retired
HH-WEST-1163,E-1122,Scotland,48,34362,A-level,employed
HH-NORTH-3086,E-1085,Yorkshire,20,895,PhD,student
HH-NORTH-8936,E-1005,London,52,13472,No formal qualification,retired
HH-LONDON-6507,E-1110,South West,24,36179,Degree,retired
HH-NORTH-1896,E-1019,North East,44,62547,PhD,employed
HH-WALES-4705,E-1185,North East,63,9894,GCSE,student
HH-SOUTH-3684,E-1185,Yorkshire,25,11468,No formal qualification,retired
HH-LONDON-2814,E-1166,West Midlands,29,9808,Degree,student
HH-NORTH-6247,E-1021,London,40,7349,PhD,student
HH-LONDON-1033,E-1059,London,49,27359,GCSE,retired
HH-SOUTH-7989,E-1138,East Midlands,52,3661,No formal qualification,unemployed
HH-WALES-7718,E-1051,Wales,23,10539,Degree,retired
HH-SOUTH-1128,E-1000,Yorkshire,17,10623,Degree,retired
HH-SCOTLAND-2589,E-1043,West Midlands,72,32990,Degree,retired
HH-SOUTH-5122,E-1065,South East,72,16183,No formal qualification,retired
HH-SOUTH-7105,E-1086,South West,73,3028,Degree,unemployed
HH-WEST-1301,E-1037,North East,42,105662,No formal qualification,employed
HH-SOUTH-1139,E-1054,North West,18,9949,No formal qualification,student
HH-WEST-8037,E-1071,East Midlands,47,7718,Master,unemployed
HH-SOUTH-2942,E-1177,London,23,61794,No formal qualification,employed
HH-NORTH-3857,E-1185,Yorkshire,47,4094,GCSE,student
HH-SCOTLAND-2137,E-1010,East Midlands,54,11841,GCSE,retired
HH-SOUTH-8033,E-1177,Yorkshire,74,9934,Degree,student
HH-YORKSHIRE-4375,E-1141,London,45,9524,No formal qualification,unemployed
HH-SOUTH-4123,E-1160,Scotland,16,775,GCSE,unemployed
HH-YORKSHIRE-3777,E-1087,West Midlands,19,55976,No formal qualification,employed
HH-WEST-9404,E-1163,East Midlands,80,399,A-level,unemployed
HH-SCOTLAND-4410,E-1118,Scotland,59,666,Master,student
HH-LONDON-7574,E-1116,South West,73,35182,PhD,retired
HH-EAST-2896,E-1160,Wales,76,5076,GCSE,student
HH-WALES-9609,E-1084,Wales,34,5445,Degree,unemployed
HH-EAST-7183,E-1008,West Midlands,44,681,Master,unemployed
HH-WEST-3486,E-1026,West Midlands,75,272,Master,student
HH-SOUTH-2834,E-1015,London,18,6162,Master,unemployed
HH-NORTH-2443,E-1149,North East,56,57682,PhD,employed
HH-EAST-1977,E-1186,South East,33,267,Master,unemployed
HH-WALES-9137,E-1017,West Midlands,36,7678,GCSE,unemployed
HH-NORTH-5112,E-1117,West Midlands,51,6586,GCSE,unemployed
HH-SOUTH-6158,E-1046,Yorkshire,62,2213,GCSE,unemployed
HH-EAST-3029,E-1198,Yorkshire,57,71042,A-level,employed
HH-NORTH-7391,E-1134,Yorkshire,29,13905,PhD,retired
HH-SCOTLAND-9154,E-1112,South East,42,95402,Degree,employed
HH-LONDON-1994,E-1198,East Midlands,33,32879,Master,retired
HH-WALES-3369,E-1181,South West,85,37544,No formal qualification,employed
HH-WALES-6475,E-1177,South West,70,17390,PhD,retired
HH-YORKSHIRE-9067,E-1155,North West,46,74558,Degree,employed
HH-EAST-6078,E-1058,North West,16,37628,GCSE,retired
HH-LONDON-7700,E-1035,West Midlands,45,46369,No formal qualification,employed
HH-SOUTH-6657,E-1080,North West,34,15005,A-level,retired
HH-YORKSHIRE-4538,E-1187,Yorkshire,18,14689,Master,retired
HH-NORTH-4612,E-1094,South West,77,1764,A-level,student
HH-NORTH-8429,E-1123,South West,31,523,A-level,unemployed
HH-NORTH-8701,E-1066,Wales,75,8806,PhD,unemployed
HH-SCOTLAND-4525,E-1126,Wales,42,100705,No formal qualification,employed
HH-WEST-2095,E-1082,North West,32,1980,A-level,unemployed
HH-SCOTLAND-5675,E-1031,London,47,8918,PhD,unemployed
HH-NORTH-7367,E-1084,North West,18,5262,Degree,unemployed
HH-WEST-1805,E-1053,Yorkshire,68,28805,GCSE,employed
HH-EAST-9928,E-1068,South West,70,33103,A-level,retired
HH-YORKSHIRE-3189,E-1056,East Midlands,57,44899,GCSE,employed
HH-NORTH-3432,E-1006,North West,53,36723,PhD,retired
HH-EAST-1136,E-1183,North West,74,4911,No formal qualification,student
HH-SOUTH-3440,E-1108,North West,79,13876,Degree,retired
HH-EAST-5504,E-1158,North East,33,1960,A-level,unemployed
HH-SCOTLAND-4813,E-1174,Yorkshire,76,1944,A-level,unemployed
HH-SOUTH-3939,E-1016,Wales,67,7190,No formal qualification,unemployed
HH-EAST-1886,E-1127,London,59,3529,No formal qualification,unemployed
HH-SCOTLAND-6461,E-1077,South West,47,902,PhD,student
HH-NORTH-8327,E-1184,Scotland,22,36300,Master,retired
HH-WEST-8825,E-1153,Scotland,25,9331,No formal qualification,unemployed
HH-EAST-7042,E-1059,South West,46,1092,PhD,student
HH-LONDON-6938,E-1138,Yorkshire,74,10404,PhD,retired
HH-LONDON-8616,E-1197,Yorkshire,77,2703,No formal qualification,student
HH-SOUTH-9162,E-1011,Scotland,78,90121,PhD,employed
HH-EAST-2544,E-1147,North West,59,2659,A-level,student
HH-NORTH-1325,E-1099,Scotland,49,27131,A-level,retired
HH-WEST-4087,E-1103,South West,81,30993,GCSE,retired
HH-SCOTLAND-4133,E-1149,Wales,62,6502,PhD,student
HH-NORTH-2581,E-1103,East Midlands,34,1434,A-level,student
HH-LONDON-6886,E-1155,South West,72,5187,Degree,unemployed
HH-NORTH-2375,E-1148,Scotland,36,11350,No formal qualification,retired
HH-SOUTH-4091,E-1102,Scotland,16,4622,PhD,employed
HH-WALES-7269,E-1064,West Midlands,77,51989,Master,employed
HH-SOUTH-2845,E-1176,East Midlands,19,52800,Master,employed
HH-SCOTLAND-7441,E-1075,North East,47,2828,A-level,student
HH-SOUTH-8222,E-1061,London,23,15507,A-level,retired
HH-SOUTH-5926,E-1079,South East,53,1567,GCSE,unemployed
HH-LONDON-9319,E-1078,West Midlands,80,14131,A-level,retired
HH-EAST-5442,E-1076,South West,77,27060,Degree,retired
HH-SOUTH-9000,E-1134,North West,33,4639,A-level,student
HH-NORTH-9678,E-1067,London,47,1277,A-level,student
HH-WEST-8512,E-1151,Yorkshire,21,89899,PhD,employed
HH-WEST-4762,E-1107,Yorkshire,81,36209,Degree,retired
HH-EAST-9979,E-1077,North West,19,9362,A-level,student
HH-SCOTLAND-1955,E-1025,West Midlands,24,4746,Degree,student
HH-YORKSHIRE-7746,E-1185,Wales,22,24714,Master,retired
HH-SCOTLAND-1790,E-1051,Yorkshire,42,1658,PhD,unemployed
HH-LONDON-6411,E-1133,East Midlands,29,9777,A-level,unemployed
HH-NORTH-2982,E-1018,South East,62,53231,GCSE,employed
HH-LONDON-4390,E-1034,West Midlands,36,17983,No formal qualification,retired
HH-YORKSHIRE-9840,E-1106,Scotland,35,2531,PhD,student
HH-LONDON-1410,E-1076,London,57,583,PhD,student
HH-WEST-3874,E-1045,East Midlands,55,112073,GCSE,employed
HH-SCOTLAND-1392,E-1176,North West,37,7620,GCSE,student
HH-YORKSHIRE-8070,E-1115,Wales,60,20823,Master,employed
HH-NORTH-2090,E-1068,Wales,36,6274,Master,unemployed
HH-YORKSHIRE-2990,E-1086,North West,71,23450,No formal qualification,retired
HH-WALES-8126,E-1174,West Midlands,60,101772,PhD,employed
HH-EAST-9594,E-1183,Wales,16,4675,PhD,student
HH-WALES-3222,E-1103,Scotland,26,9221,GCSE,student
HH-WEST-4617,E-1075,North West,76,49556,No formal qualification,employed
HH-NORTH-9357,E-1177,East Midlands,40,3449,Master,unemployed
HH-YORKSHIRE-6867,E-1061,London,72,9050,PhD,unemployed
HH-EAST-6773,E-1120,Yorkshire,59,39530,PhD,retired
HH-EAST-7866,E-1073,Wales,29,28401,GCSE,retired
HH-NORTH-1168,E-1104,South West,42,8797,Master,unemployed
HH-SOUTH-6570,E-1133,Yorkshire,19,6944,Degree,student
HH-SCOTLAND-8466,E-1078,Yorkshire,19,9832,PhD,student
HH-SCOTLAND-3887,E-1059,Scotland,62,106608,No formal qualification,employed
HH-YORKSHIRE-6893,E-1054,Scotland,62,3547,PhD,unemployed
HH-NORTH-7059,E-1061,North West,40,1259,Degree,student
HH-SOUTH-6979,E-1108,London,67,24672,GCSE,retired
HH-NORTH-5014,E-1041,North East,29,1425,No formal qualification,unemployed
HH-LONDON-5675,E-1016,North East,46,52203,GCSE,employed
HH-NORTH-6797,E-1180,North West,19,108279,GCSE,employed
HH-WEST-3786,E-1123,South East,77,6940,PhD,student
HH-SOUTH-3568,E-1170,North West,55,33208,GCSE,retired
HH-EAST-4210,E-1192,South West,28,8333,Degree,student
HH-SOUTH-5277,E-1146,Wales,67,80051,PhD,employed
HH-WALES-3435,E-1032,East Midlands,83,9092,GCSE,student
HH-SCOTLAND-9714,E-1090,Yorkshire,39,6027,Master,student
HH-WALES-7500,E-1164,Wales,74,2461,PhD,student
HH-LONDON-4849,E-1165,South East,62,2331,No formal qualification,student
HH-SOUTH-6287,E-1149,North West,53,65957,GCSE,employed
HH-SOUTH-6741,E-1181,North West,44,29041,Master,employed
HH-NORTH-6852,E-1025,North West,85,37850,No formal qualification,employed
HH-YORKSHIRE-5879,E-1075,North East,20,73394,GCSE,employed
HH-LONDON-8064,E-1027,North East,45,5996,Master,student
HH-WALES-8211,E-1129,North West,49,26836,No formal qualification,retired
HH-WALES-5838,E-1195,Wales,40,112751,A-level,employed
HH-SCOTLAND-4008,E-1152,North West,56,1002,Degree,student
HH-WALES-6527,E-1198,Yorkshire,52,39145,PhD,retired
HH-LONDON-7844,E-1072,London,25,1564,No formal qualification,unemployed
